Transaction_ID,Date,Department,Vendor_Name,Employee_ID,Amount_INR,Payment_Method,Invoice_Number,Approval_Status,Risk_Category,Audit_Flag,Location,Expense_Type,Duplicate_Transaction,Late_Payment,Outside_Business_Hours
TXN00726,2024-02-01 22:12:00,Procurement,Jyothy Labs,EMP1351,268572.58,Bank Transfer,INV178628,Approved,Medium,No,Kolkata,Miscellaneous,No,No,Yes
TXN00808,2024-06-19 14:09:00,IT,Infosys Ltd,EMP1345,9195.7,Bank Transfer,INV531225,Approved,High,Yes,Chennai,Software,Yes,No,Yes
TXN00519,2024-01-17 05:35:00,Sales,Tata Motors,EMP1252,218187.15,Bank Transfer,INV507980,Approved,Low,No,Ahmedabad,Miscellaneous,No,No,Yes
TXN00155,2024-06-18 05:46:00,Procurement,Cipla Ltd,EMP1368,97168.54,Credit Card,INV929179,Approved,Medium,No,Kolkata,Infrastructure,No,No,Yes
TXN00777,2024-06-14 06:05:00,Finance,TCS,EMP1224,10711.37,Credit Card,INV260483,Approved,Medium,No,Delhi,Consulting,No,No,Yes
TXN00830,2024-09-22 23:40:00,HR,Axis Bank,EMP1309,278274.96,Credit Card,INV390870,Approved,High,Yes,Hyderabad,Equipment,Yes,No,No
TXN00714,2024-08-03 23:21:00,Finance,Tata Motors,EMP1342,103501.0,Bank Transfer,INV797557,Rejected,Low,Yes,Ahmedabad,Consulting,No,No,Yes
TXN00849,2024-01-05 15:59:00,HR,TCS,EMP1184,44340.34,Credit Card,INV240600,Approved,High,Yes,Pune,Salary,Yes,No,Yes
TXN00736,2024-06-18 15:09:00,HR,HCL Tech,EMP1279,347560.39,Credit Card,INV229054,Approved,Low,No,Delhi,Consulting,No,No,No
TXN00364,2024-01-04 17:23:00,HR,Nestle India,EMP1452,282474.41,Bank Transfer,INV271200,Approved,Medium,No,Chennai,Equipment,No,Yes,No
TXN00699,2024-03-24 12:29:00,Finance,Cipla Ltd,EMP1347,215544.97,Credit Card,INV661936,Approved,Medium,No,Chennai,Software,No,No,Yes
TXN00059,2024-11-27 04:58:00,Sales,SBI,EMP1037,34520.83,Credit Card,INV723948,Approved,Low,No,Delhi,Miscellaneous,No,No,Yes
TXN00853,2024-12-06 05:19:00,Finance,Britannia,EMP1254,192651.91,Bank Transfer,INV218733,Approved,High,Yes,Delhi,Equipment,Yes,No,Yes
TXN00686,2024-04-01 15:46:00,Procurement,Asian Paints,EMP1418,331328.9,Cheque,INV122613,Approved,Low,No,Pune,Infrastructure,No,No,No
TXN00048,2024-03-31 23:33:00,Sales,Schneider Electric,EMP1414,460210.74,Credit Card,INV587455,Approved,Medium,No,Chennai,Infrastructure,No,No,Yes
TXN00560,2024-08-06 09:36:00,Finance,ABB India,EMP1040,459064.5,Bank Transfer,INV635456,Approved,Low,No,Hyderabad,Equipment,No,No,No
TXN00763,2024-06-12 18:02:00,IT,ITC Ltd,EMP1032,468547.53,Bank Transfer,INV551002,Rejected,Low,Yes,Chennai,Infrastructure,No,Yes,Yes
TXN00093,2024-01-27 09:38:00,Sales,Havells India,EMP1054,291069.67,Bank Transfer,INV788637,Approved,Medium,No,Pune,Travel,No,No,Yes
TXN00824,2024-12-05 15:16:00,Finance,Infosys Ltd,EMP1368,265289.66,Credit Card,INV575747,Pending,High,Yes,Chennai,Salary,Yes,No,Yes
TXN00478,2024-09-02 22:52:00,Finance,Dabur India,EMP1254,124053.19,Credit Card,INV113026,Approved,Low,No,Pune,Equipment,No,No,Yes
TXN00623,2024-04-22 08:46:00,HR,Pidilite Industries,EMP1434,279479.95,Bank Transfer,INV122536,Approved,Low,Yes,Bangalore,Miscellaneous,No,No,Yes
TXN00900,2024-04-22 14:45:00,Sales,Godrej Industries,EMP1400,6135543.81,Credit Card,INV356068,Pending,High,Yes,Hyderabad,Equipment,No,Yes,Yes
TXN00036,2024-03-16 20:44:00,Finance,HDFC Bank,EMP1399,215447.37,Bank Transfer,INV829716,Approved,Low,No,Delhi,Miscellaneous,No,No,Yes
TXN00809,2024-01-07 21:30:00,HR,Sun Pharma,EMP1373,492515.36,Bank Transfer,INV122977,Approved,High,Yes,Mumbai,Miscellaneous,Yes,No,No
TXN00766,2024-03-23 22:27:00,Sales,Honeywell Automation,EMP1200,412392.77,Credit Card,INV726134,Approved,Medium,No,Bangalore,Equipment,No,No,Yes
TXN00859,2024-08-08 11:42:00,IT,Aurobindo Pharma,EMP1238,317697.53,Bank Transfer,INV275715,Approved,High,Yes,Kolkata,Software,Yes,No,Yes
TXN00645,2024-05-09 06:32:00,Finance,Marico Ltd,EMP1014,41231.77,Credit Card,INV886155,Approved,Low,No,Chennai,Miscellaneous,No,Yes,Yes
TXN00467,2024-11-19 19:24:00,HR,TCS,EMP1451,246048.9,Cash,INV288128,Rejected,Medium,Yes,Hyderabad,Miscellaneous,No,No,Yes
TXN00617,2024-06-30 13:30:00,IT,Dabur India,EMP1096,125360.48,Credit Card,INV163429,Approved,Low,No,Pune,Equipment,No,No,Yes
TXN00170,2024-02-17 17:46:00,HR,HCL Tech,EMP1138,191698.15,Credit Card,INV141468,Pending,Low,No,Chennai,Miscellaneous,No,No,Yes
TXN00618,2024-10-04 04:09:00,Procurement,Asian Paints,EMP1309,174735.66,Bank Transfer,INV108474,Approved,Medium,Yes,Chennai,Consulting,No,No,Yes
TXN00140,2024-05-03 06:37:00,Sales,HCL Tech,EMP1026,144271.39,Credit Card,INV983791,Approved,Low,No,Delhi,Miscellaneous,No,No,Yes
TXN00208,2024-07-29 01:17:00,HR,Axis Bank,EMP1128,77390.5,Bank Transfer,INV359579,Pending,Medium,No,Hyderabad,Software,No,No,Yes
TXN00523,2024-08-04 18:32:00,Procurement,Biocon,EMP1011,349499.45,Credit Card,INV431889,Approved,Low,No,Ahmedabad,Travel,No,No,Yes
TXN00063,2024-01-19 14:05:00,Sales,Cipla Ltd,EMP1166,62381.19,Credit Card,INV639593,Pending,Low,No,Ahmedabad,Miscellaneous,No,Yes,No
TXN00916,2024-03-23 11:02:00,Sales,SBI,EMP1467,948157.04,Cash,INV738622,Pending,Medium,Yes,Pune,Consulting,No,No,No
TXN00866,2024-06-30 13:29:00,Procurement,Nestle India,EMP1237,2207547.04,Bank Transfer,INV904016,Pending,High,Yes,Bangalore,Consulting,No,Yes,Yes
TXN00665,2024-08-05 23:15:00,HR,Emami Ltd,EMP1018,461126.93,Bank Transfer,INV840880,Approved,Medium,No,Hyderabad,Consulting,No,No,Yes
TXN00389,2024-02-13 12:32:00,Procurement,Axis Bank,EMP1391,71761.03,Credit Card,INV611559,Approved,Low,No,Chennai,Salary,No,Yes,No
TXN00147,2024-11-09 15:55:00,Finance,Axis Bank,EMP1266,107634.14,Bank Transfer,INV794395,Approved,Low,No,Ahmedabad,Consulting,No,No,Yes
TXN00534,2024-04-19 08:28:00,Procurement,Cipla Ltd,EMP1442,296793.07,Bank Transfer,INV492906,Approved,Low,No,Ahmedabad,Software,No,No,Yes
TXN00539,2024-10-07 23:20:00,Procurement,TCS,EMP1391,30788.92,Credit Card,INV760766,Approved,Medium,Yes,Chennai,Software,No,No,Yes
TXN00735,2024-11-17 19:00:00,Finance,HDFC Bank,EMP1278,369385.1,Bank Transfer,INV841821,Approved,Low,No,Ahmedabad,Infrastructure,No,No,Yes
TXN00319,2024-02-21 09:39:00,Finance,L&T Construction,EMP1163,245501.31,Bank Transfer,INV791454,Approved,Low,No,Pune,Infrastructure,No,No,No
TXN00615,2024-07-14 12:06:00,IT,Nestle India,EMP1120,432968.46,Credit Card,INV754319,Approved,Low,No,Delhi,Equipment,No,No,Yes
TXN00740,2024-12-04 11:59:00,Sales,Tech Mahindra,EMP1404,6078.49,Cheque,INV255863,Pending,Low,Yes,Ahmedabad,Software,No,No,No
TXN00188,2024-05-06 23:40:00,Procurement,Johnson Controls,EMP1316,101796.37,Bank Transfer,INV419457,Approved,Low,No,Kolkata,Infrastructure,No,No,Yes
TXN00199,2024-05-22 22:51:00,Finance,Honeywell Automation,EMP1053,400753.67,Bank Transfer,INV483561,Approved,Low,No,Ahmedabad,Consulting,No,No,Yes
TXN00336,2024-12-01 06:44:00,Sales,Nestle India,EMP1186,57758.69,Bank Transfer,INV713805,Approved,Medium,No,Pune,Consulting,No,No,Yes
TXN00781,2024-12-17 13:24:00,Sales,Eaton India,EMP1466,228184.87,Bank Transfer,INV413267,Approved,Low,No,Mumbai,Travel,No,No,No
TXN00464,2024-06-06 03:29:00,IT,Tata Motors,EMP1428,297566.03,Cheque,INV211496,Approved,Low,No,Delhi,Infrastructure,No,No,Yes
TXN00596,2024-05-10 02:09:00,Sales,Nestle India,EMP1348,88749.57,Credit Card,INV441092,Approved,Medium,No,Delhi,Equipment,No,No,Yes
TXN00359,2024-02-22 03:04:00,Procurement,ABB India,EMP1028,18050.63,Bank Transfer,INV902156,Rejected,Low,Yes,Bangalore,Travel,No,No,Yes
TXN00798,2024-10-29 16:32:00,Sales,Asian Paints,EMP1363,229740.87,Bank Transfer,INV629018,Approved,Low,No,Kolkata,Miscellaneous,No,No,No
TXN00593,2024-11-25 17:05:00,HR,Schneider Electric,EMP1278,290543.51,Bank Transfer,INV697944,Approved,Medium,No,Mumbai,Travel,No,No,No
TXN00113,2024-08-17 07:34:00,HR,Asian Paints,EMP1495,405268.82,Bank Transfer,INV975679,Approved,Medium,No,Ahmedabad,Miscellaneous,No,No,Yes
TXN00095,2024-12-25 09:58:00,Sales,Havells India,EMP1004,94795.75,Bank Transfer,INV789275,Approved,Low,No,Mumbai,Travel,No,No,No
TXN00713,2024-02-25 14:42:00,Procurement,Tata Motors,EMP1072,180100.2,Bank Transfer,INV476687,Pending,Medium,Yes,Hyderabad,Travel,No,No,Yes
TXN00071,2024-05-15 10:39:00,Procurement,Reliance Industries,EMP1437,167639.97,Credit Card,INV659543,Approved,Low,No,Ahmedabad,Infrastructure,No,No,No
TXN00897,2024-01-30 07:14:00,Finance,3M India,EMP1006,3703444.15,Credit Card,INV946971,Pending,High,Yes,Mumbai,Infrastructure,No,Yes,Yes
TXN00317,2024-06-25 06:26:00,IT,SBI,EMP1083,96076.4,Credit Card,INV365018,Approved,Low,No,Mumbai,Infrastructure,No,No,Yes
TXN00015,2024-10-19 18:30:00,HR,Emami Ltd,EMP1414,206494.68,Bank Transfer,INV790993,Approved,Low,No,Mumbai,Software,No,No,Yes
TXN00026,2024-12-19 04:34:00,Finance,Godrej Industries,EMP1299,278499.92,Bank Transfer,INV143860,Approved,Medium,No,Mumbai,Equipment,No,No,Yes
TXN00016,2024-11-26 03:03:00,Procurement,Pidilite Industries,EMP1410,431527.91,Bank Transfer,INV299448,Approved,Low,No,Ahmedabad,Salary,No,No,Yes
TXN00882,2024-05-01 03:57:00,HR,ITC Ltd,EMP1387,9299897.95,Cheque,INV164934,Pending,High,Yes,Delhi,Travel,No,Yes,Yes
TXN00270,2024-11-07 09:19:00,Finance,Emami Ltd,EMP1033,171460.41,Bank Transfer,INV440930,Pending,Low,No,Hyderabad,Salary,No,No,No
TXN00994,2024-08-23 01:42:00,HR,Mahindra & Mahindra,EMP1155,280645.06,Cash,INV347656,Pending,High,Yes,Kolkata,Travel,No,Yes,Yes
TXN00277,2024-02-15 04:39:00,Procurement,Eaton India,EMP1220,204679.77,UPI,INV501936,Approved,Low,No,Mumbai,Equipment,No,No,Yes
TXN00064,2024-09-22 11:39:00,Procurement,Eaton India,EMP1227,381195.32,Bank Transfer,INV675898,Approved,Low,No,Ahmedabad,Travel,No,Yes,Yes
TXN00477,2024-10-23 07:57:00,IT,SBI,EMP1468,288981.89,Cash,INV146372,Approved,Low,No,Mumbai,Miscellaneous,No,No,Yes
TXN00181,2024-01-17 05:59:00,Sales,TCS,EMP1493,107543.27,Bank Transfer,INV960556,Approved,Low,Yes,Bangalore,Consulting,No,No,Yes
TXN00233,2024-06-09 13:07:00,IT,Havells India,EMP1494,386316.69,Bank Transfer,INV585854,Approved,Low,No,Hyderabad,Infrastructure,No,No,Yes
TXN00662,2024-08-20 09:24:00,IT,Johnson Controls,EMP1247,40610.13,Bank Transfer,INV592053,Approved,High,Yes,Mumbai,Travel,No,No,No
TXN00363,2024-03-10 11:18:00,Procurement,Siemens India,EMP1005,345446.13,Bank Transfer,INV892170,Approved,Low,No,Hyderabad,Consulting,No,No,Yes
TXN00693,2024-11-26 22:27:00,Sales,Honeywell Automation,EMP1065,54223.42,Bank Transfer,INV933853,Approved,Low,No,Kolkata,Consulting,No,No,Yes
TXN00200,2024-06-09 19:24:00,IT,HUL,EMP1301,61544.88,Bank Transfer,INV580101,Approved,Medium,No,Hyderabad,Consulting,No,No,Yes
TXN00980,2024-04-11 03:32:00,HR,Eaton India,EMP1383,681593.02,Cash,INV426279,Approved,High,Yes,Pune,Travel,No,Yes,Yes
TXN00407,2024-05-30 19:58:00,Finance,Bosch India,EMP1463,75408.61,Cheque,INV573639,Approved,Low,No,Bangalore,Miscellaneous,No,No,Yes
TXN00391,2024-11-11 14:39:00,HR,Dabur India,EMP1023,462485.54,Bank Transfer,INV818651,Approved,Medium,No,Delhi,Software,No,Yes,No
TXN00121,2024-05-03 23:42:00,Finance,3M India,EMP1377,379556.07,Bank Transfer,INV469412,Approved,Medium,No,Ahmedabad,Software,No,No,Yes
TXN00521,2024-01-24 04:53:00,Sales,Havells India,EMP1415,372318.28,Cash,INV755520,Approved,Low,No,Pune,Miscellaneous,No,No,Yes
TXN00185,2024-07-03 03:05:00,Finance,Asian Paints,EMP1228,183159.16,Bank Transfer,INV238943,Approved,Low,No,Kolkata,Travel,No,Yes,Yes
TXN00775,2024-10-19 13:15:00,IT,HUL,EMP1099,310052.62,Bank Transfer,INV154086,Pending,Low,Yes,Kolkata,Software,No,No,Yes
TXN00123,2024-11-27 06:18:00,Sales,HCL Tech,EMP1444,329587.03,Bank Transfer,INV938171,Approved,Medium,No,Kolkata,Equipment,No,No,Yes
TXN00801,2024-05-27 22:38:00,Procurement,Cipla Ltd,EMP1368,97168.54,Credit Card,INV929179,Approved,High,Yes,Kolkata,Infrastructure,Yes,No,Yes
TXN00860,2024-01-01 01:16:00,IT,Tata Motors,EMP1129,479722.18,Credit Card,INV761519,Approved,High,Yes,Bangalore,Equipment,Yes,No,Yes
TXN00862,2024-04-10 13:37:00,Finance,Aurobindo Pharma,EMP1113,2241025.17,Cheque,INV360810,Pending,High,Yes,Kolkata,Miscellaneous,No,Yes,Yes
TXN00582,2024-11-21 05:01:00,Finance,Siemens India,EMP1304,133051.64,Cheque,INV418706,Approved,High,Yes,Delhi,Software,No,Yes,Yes
TXN00039,2024-10-03 02:08:00,HR,Sun Pharma,EMP1197,348505.16,Credit Card,INV167348,Approved,Low,No,Mumbai,Salary,No,No,Yes
TXN00055,2024-09-01 03:52:00,Finance,HUL,EMP1252,41670.67,Credit Card,INV156213,Approved,Medium,No,Delhi,Salary,No,No,Yes
TXN00930,2024-06-12 05:09:00,Finance,Bajaj Auto,EMP1221,850832.21,UPI,INV745374,Pending,Medium,Yes,Pune,Equipment,No,Yes,No
TXN00956,2024-06-13 22:36:00,Procurement,Infosys Ltd,EMP1138,567798.0,UPI,INV933298,Pending,High,Yes,Ahmedabad,Equipment,No,Yes,Yes
TXN00347,2024-12-15 06:31:00,HR,Dr Reddy Labs,EMP1377,124817.98,Bank Transfer,INV340341,Approved,Low,No,Bangalore,Infrastructure,No,No,Yes
TXN00386,2024-01-20 23:51:00,IT,ITC Ltd,EMP1041,391160.34,Cheque,INV450632,Approved,Medium,No,Delhi,Infrastructure,No,No,Yes
TXN00103,2024-04-11 05:38:00,HR,Tech Mahindra,EMP1091,475889.61,Credit Card,INV586490,Pending,Medium,No,Pune,Infrastructure,No,No,Yes
TXN00518,2024-09-15 08:34:00,Sales,Siemens India,EMP1280,13746.84,Credit Card,INV551313,Pending,Low,No,Kolkata,Miscellaneous,No,No,Yes
TXN00196,2024-03-13 11:19:00,Sales,Marico Ltd,EMP1402,107399.33,Bank Transfer,INV599292,Approved,Medium,No,Delhi,Equipment,No,Yes,No
TXN00219,2024-01-07 11:59:00,Sales,Axis Bank,EMP1199,431102.93,Credit Card,INV483162,Approved,Low,No,Delhi,Travel,No,No,Yes
TXN00988,2024-08-27 02:20:00,IT,ITC Ltd,EMP1338,491293.09,Cash,INV438031,Pending,High,Yes,Pune,Infrastructure,No,Yes,Yes
TXN00984,2024-04-25 01:17:00,HR,Aurobindo Pharma,EMP1133,573168.62,Bank Transfer,INV196901,Pending,High,Yes,Pune,Equipment,No,Yes,Yes
TXN00510,2024-10-02 00:46:00,Finance,Bajaj Auto,EMP1472,254576.66,Credit Card,INV484264,Approved,Low,No,Delhi,Salary,No,No,Yes
TXN00529,2024-06-12 02:40:00,HR,Nestle India,EMP1137,412736.8,Credit Card,INV368903,Approved,Low,No,Bangalore,Salary,No,Yes,Yes
TXN00913,2024-05-11 00:43:00,Sales,Siemens India,EMP1368,210389.64,Bank Transfer,INV466718,Pending,Medium,Yes,Ahmedabad,Travel,No,Yes,No
TXN00719,2024-03-15 13:01:00,IT,L&T Construction,EMP1047,432853.3,Bank Transfer,INV650472,Approved,Medium,No,Pune,Miscellaneous,No,No,No
TXN00729,2024-01-27 20:15:00,HR,Siemens India,EMP1060,5692.98,Bank Transfer,INV734555,Rejected,Low,Yes,Hyderabad,Software,No,No,Yes
TXN00010,2024-01-02 23:56:00,Sales,Colgate,EMP1391,93432.68,Cheque,INV755674,Approved,Medium,No,Bangalore,Equipment,No,No,Yes
TXN00350,2024-03-30 14:07:00,IT,Marico Ltd,EMP1162,346159.22,Cash,INV320989,Approved,Low,No,Hyderabad,Salary,No,No,Yes
TXN00370,2024-06-08 10:10:00,Finance,ABB India,EMP1267,65460.05,Bank Transfer,INV413328,Approved,Medium,No,Chennai,Travel,No,No,Yes
TXN00600,2024-08-04 17:28:00,Finance,Infosys Ltd,EMP1417,235002.77,Cheque,INV403300,Approved,Low,Yes,Ahmedabad,Equipment,No,No,Yes
TXN00926,2024-02-07 23:58:00,Sales,Dabur India,EMP1467,701980.88,Cheque,INV876677,Pending,High,Yes,Hyderabad,Infrastructure,No,No,No
TXN00210,2024-11-21 21:44:00,Sales,Tech Mahindra,EMP1408,269540.11,Bank Transfer,INV550513,Pending,Low,No,Hyderabad,Equipment,No,No,Yes
TXN00718,2024-02-22 22:46:00,IT,Schneider Electric,EMP1093,98391.15,Cheque,INV759457,Approved,Low,Yes,Mumbai,Equipment,No,No,Yes
TXN00207,2024-04-15 01:36:00,Sales,Siemens India,EMP1144,300444.55,Bank Transfer,INV838253,Approved,Low,No,Delhi,Salary,No,No,Yes
TXN00003,2024-05-22 04:13:00,Sales,HDFC Bank,EMP1048,193064.01,Bank Transfer,INV460663,Approved,Medium,No,Delhi,Miscellaneous,No,Yes,Yes
TXN00538,2024-02-11 15:30:00,Procurement,Pidilite Industries,EMP1368,214071.17,Cheque,INV205272,Pending,Medium,No,Pune,Miscellaneous,No,No,Yes
TXN00202,2024-11-21 17:44:00,HR,ABB India,EMP1086,247372.8,Bank Transfer,INV429861,Pending,Medium,No,Mumbai,Miscellaneous,No,No,No
TXN00218,2024-04-06 23:25:00,Sales,HCL Tech,EMP1402,449466.72,UPI,INV618927,Approved,Low,No,Delhi,Consulting,No,No,Yes
TXN00320,2024-08-07 05:00:00,Sales,Dr Reddy Labs,EMP1403,114655.22,Credit Card,INV557309,Approved,Low,No,Pune,Miscellaneous,No,No,Yes
TXN00676,2024-01-24 23:20:00,Procurement,Sun Pharma,EMP1311,244845.39,Credit Card,INV932527,Approved,Low,No,Ahmedabad,Software,No,No,Yes
TXN00162,2024-08-04 11:44:00,Finance,Siemens India,EMP1031,467618.49,Bank Transfer,INV595002,Approved,Low,No,Kolkata,Equipment,No,No,Yes
TXN00608,2024-12-10 21:38:00,IT,Mahindra & Mahindra,EMP1034,296141.47,Credit Card,INV233620,Approved,Low,No,Hyderabad,Salary,No,No,Yes
TXN00638,2024-06-17 18:28:00,Sales,Reliance Industries,EMP1088,56635.02,Credit Card,INV133616,Pending,Medium,Yes,Chennai,Travel,No,No,Yes
TXN00318,2024-10-08 14:41:00,IT,Tech Mahindra,EMP1149,337484.2,Bank Transfer,INV307007,Approved,Low,No,Bangalore,Software,No,No,No
TXN00075,2024-06-25 18:19:00,Procurement,Cipla Ltd,EMP1234,423425.44,Bank Transfer,INV503380,Pending,Low,No,Pune,Consulting,No,No,Yes
TXN00190,2024-11-20 15:36:00,HR,Berger Paints,EMP1193,143748.57,Credit Card,INV482746,Approved,Low,No,Bangalore,Software,No,No,No
TXN00356,2024-08-16 02:24:00,IT,Aurobindo Pharma,EMP1238,317697.53,Bank Transfer,INV275715,Approved,High,Yes,Kolkata,Software,No,No,Yes
TXN00371,2024-08-10 10:00:00,HR,Biocon,EMP1300,64226.55,Credit Card,INV109363,Rejected,Low,Yes,Ahmedabad,Software,No,No,Yes
TXN00709,2024-03-09 16:22:00,Finance,Britannia,EMP1254,192651.91,Bank Transfer,INV218733,Approved,Medium,No,Delhi,Equipment,No,No,Yes
TXN00118,2024-11-07 16:27:00,Finance,Aurobindo Pharma,EMP1122,154069.84,Cash,INV540218,Approved,Medium,Yes,Ahmedabad,Consulting,No,No,No
TXN00138,2024-06-12 07:29:00,Finance,Biocon,EMP1231,127719.85,Bank Transfer,INV404309,Rejected,Medium,Yes,Kolkata,Salary,No,No,Yes
TXN00214,2024-06-24 03:55:00,Procurement,Axis Bank,EMP1245,40060.01,Bank Transfer,INV866260,Pending,Low,No,Hyderabad,Salary,No,No,Yes
TXN00243,2024-12-24 11:36:00,IT,SBI,EMP1289,474442.41,Cheque,INV949767,Pending,Low,No,Ahmedabad,Travel,No,No,No
TXN00679,2024-01-15 05:59:00,Sales,ITC Ltd,EMP1393,143777.13,Credit Card,INV798281,Approved,Medium,Yes,Bangalore,Consulting,No,No,Yes
TXN00167,2024-12-10 10:15:00,Sales,SBI,EMP1339,263019.27,Bank Transfer,INV388519,Approved,High,Yes,Bangalore,Software,No,No,No
TXN00910,2024-01-09 14:00:00,Procurement,Wipro Technologies,EMP1495,634276.93,UPI,INV328424,Pending,High,Yes,Delhi,Equipment,No,No,No
TXN00945,2024-03-07 19:34:00,Finance,TCS,EMP1411,661903.97,Credit Card,INV469833,Pending,High,Yes,Delhi,Software,No,Yes,No
TXN00088,2024-08-19 16:14:00,IT,Wipro Technologies,EMP1373,392697.36,Cheque,INV646781,Approved,Medium,Yes,Ahmedabad,Infrastructure,No,No,No
TXN00936,2024-01-20 13:06:00,IT,Berger Paints,EMP1098,1285931.91,Cash,INV765318,Pending,High,Yes,Chennai,Salary,No,No,No
TXN00099,2024-06-16 03:00:00,Procurement,Britannia,EMP1090,68946.92,Bank Transfer,INV341288,Approved,Medium,No,Delhi,Miscellaneous,No,No,Yes
TXN00741,2024-09-01 02:07:00,IT,Britannia,EMP1492,364720.33,Bank Transfer,INV438746,Rejected,Low,Yes,Kolkata,Equipment,No,No,Yes
TXN00776,2024-06-11 16:10:00,Procurement,Sun Pharma,EMP1051,356462.31,Bank Transfer,INV224122,Approved,Medium,No,Hyderabad,Infrastructure,No,No,No
TXN00080,2024-12-11 12:54:00,IT,Godrej Industries,EMP1047,396387.57,Cash,INV662636,Approved,Low,No,Hyderabad,Consulting,No,No,No
TXN00293,2024-02-22 12:26:00,Finance,ABB India,EMP1282,5084.01,Bank Transfer,INV733553,Rejected,Medium,Yes,Chennai,Software,No,No,No
TXN00108,2024-11-19 20:21:00,Finance,Pidilite Industries,EMP1049,281191.79,Bank Transfer,INV364236,Approved,Medium,No,Bangalore,Equipment,No,No,Yes
TXN00888,2024-08-06 20:24:00,Finance,Honeywell Automation,EMP1041,2953942.88,Bank Transfer,INV205814,Approved,High,Yes,Chennai,Travel,No,Yes,Yes
TXN00053,2024-05-21 23:37:00,IT,Johnson Controls,EMP1145,490352.76,Cheque,INV410636,Approved,Low,Yes,Bangalore,Equipment,No,Yes,Yes
TXN00242,2024-04-22 18:54:00,Procurement,Havells India,EMP1479,420415.01,Cheque,INV284654,Approved,Low,No,Pune,Consulting,No,Yes,Yes
TXN00272,2024-01-19 18:45:00,IT,L&T Construction,EMP1176,364642.19,Bank Transfer,INV660605,Approved,Low,No,Pune,Consulting,No,No,Yes
TXN00590,2024-09-07 00:07:00,IT,Havells India,EMP1035,435861.14,Bank Transfer,INV700896,Approved,Low,No,Kolkata,Miscellaneous,No,No,Yes
TXN00157,2024-10-20 00:16:00,Sales,Dr Reddy Labs,EMP1032,335554.13,Bank Transfer,INV267475,Approved,Low,No,Hyderabad,Software,No,No,Yes
TXN00257,2024-09-24 13:34:00,Procurement,Honeywell Automation,EMP1452,121642.8,Bank Transfer,INV513982,Rejected,Medium,Yes,Bangalore,Travel,No,No,No
TXN00158,2024-05-31 11:39:00,HR,Sun Pharma,EMP1491,71116.55,Bank Transfer,INV884056,Rejected,Low,Yes,Ahmedabad,Infrastructure,No,No,No
TXN00110,2024-06-17 04:42:00,IT,Reliance Industries,EMP1331,336875.74,Bank Transfer,INV119116,Approved,Low,No,Ahmedabad,Salary,No,No,Yes
TXN00967,2024-10-30 23:17:00,IT,Emami Ltd,EMP1108,176074.54,Cash,INV326957,Approved,High,Yes,Bangalore,Salary,No,Yes,Yes
TXN00973,2024-08-14 01:33:00,Finance,3M India,EMP1159,296338.66,Bank Transfer,INV366086,Pending,High,Yes,Mumbai,Consulting,No,Yes,Yes
TXN00483,2024-04-25 10:22:00,Sales,Colgate,EMP1349,214349.92,Bank Transfer,INV490923,Approved,Low,No,Delhi,Miscellaneous,No,No,No
TXN00342,2024-07-26 18:12:00,IT,Infosys Ltd,EMP1378,353292.85,Cheque,INV676289,Approved,Medium,No,Pune,Equipment,No,No,Yes
TXN00445,2024-05-30 09:10:00,Finance,Johnson Controls,EMP1384,155515.07,Credit Card,INV373094,Approved,Low,No,Mumbai,Software,No,No,No
TXN00607,2024-12-26 22:38:00,HR,Infosys Ltd,EMP1101,492210.45,Credit Card,INV216335,Pending,Low,No,Chennai,Software,No,No,Yes
TXN00492,2024-10-20 21:09:00,IT,Dabur India,EMP1174,346127.76,Credit Card,INV142027,Approved,Low,No,Kolkata,Consulting,No,No,Yes
TXN00517,2024-12-13 10:09:00,Sales,Schneider Electric,EMP1320,52685.15,Bank Transfer,INV888119,Approved,Low,No,Hyderabad,Software,No,No,No
TXN00049,2024-05-22 14:15:00,Procurement,Honeywell Automation,EMP1313,335753.29,Bank Transfer,INV618317,Pending,Low,No,Hyderabad,Equipment,No,No,No
TXN00976,2024-07-08 23:39:00,HR,Mahindra & Mahindra,EMP1446,688207.33,Cash,INV539953,Pending,High,Yes,Delhi,Travel,No,Yes,Yes
TXN00222,2024-05-02 01:15:00,Finance,Britannia,EMP1060,229419.06,Credit Card,INV424314,Approved,Medium,No,Mumbai,Software,No,No,Yes
TXN00644,2024-11-17 17:18:00,Finance,Bajaj Auto,EMP1466,249276.35,UPI,INV679677,Approved,Low,No,Pune,Miscellaneous,No,No,Yes
TXN00092,2024-02-13 02:27:00,Finance,Godrej Industries,EMP1416,69407.15,Bank Transfer,INV688866,Approved,Medium,No,Kolkata,Infrastructure,No,No,Yes
TXN00084,2024-04-21 14:28:00,HR,Godrej Industries,EMP1051,490559.22,Bank Transfer,INV776149,Approved,Low,No,Delhi,Infrastructure,No,No,Yes
TXN00254,2024-12-04 20:38:00,Procurement,L&T Construction,EMP1050,17739.17,Bank Transfer,INV405986,Rejected,Low,Yes,Delhi,Equipment,No,No,Yes
TXN00712,2024-03-19 13:07:00,Procurement,Infosys Ltd,EMP1080,385876.57,Bank Transfer,INV593563,Approved,Low,No,Bangalore,Consulting,No,No,No
TXN00261,2024-09-05 18:38:00,Procurement,Wipro Technologies,EMP1089,141330.0,Bank Transfer,INV738221,Approved,Low,No,Pune,Software,No,No,Yes
